timestamp,temperature,humidity,load_mw,hour,day_of_week,month,is_weekend,is_holiday,load_lag_24h,load_lag_168h,rolling_mean_24h,rolling_mean_168h
2023-04-02 22:00:00,19.1,75,2557.9,22,6,4,1,0,2418.93,,2655.5766666666664,2713.223191489362
2023-04-02 23:00:00,18.4,78,2406.67,23,6,4,1,0,2273.07,,2661.1433333333334,2706.8366666666666
2023-04-03 00:00:00,17.9,80,2195.53,0,0,4,0,0,2082.51,,2665.8525,2696.401836734694
2023-04-03 01:00:00,19.9,69,2081.19,1,0,4,0,0,1962.14,,2670.8129166666668,2684.0976
2023-04-03 02:00:00,18.2,76,2024.41,2,0,4,0,0,1899.99,,2675.997083333333,2671.162549019608
2023-04-03 03:00:00,16.6,84,1994.81,3,0,4,0,0,1880.37,,2680.7654166666666,2658.1557692307692
2023-04-03 04:00:00,16.4,85,2088.3,4,0,4,0,0,1949.56,,2686.54625,2647.4037735849056
2023-04-03 05:00:00,17.4,86,2374.95,5,0,4,0,0,2103.63,,2697.85125,2642.3583333333336
2023-04-03 06:00:00,18.6,80,2968.38,6,0,4,0,0,2447.22,,2719.5662500000003,2648.286
2023-04-03 07:00:00,20.3,74,3207.11,7,0,4,0,0,2780.62,,2737.3366666666666,2658.265
2023-04-03 08:00:00,22.9,66,3235.36,8,0,4,0,0,2911.38,,2750.835833333333,2668.3894736842108
2023-04-03 09:00:00,25.7,54,3433.6,9,0,4,0,0,3131.73,,2763.4137499999997,2681.5827586206897
2023-04-03 10:00:00,27.7,47,3576.98,10,0,4,0,0,3302.86,,2774.835416666667,2696.7589830508473
2023-04-03 11:00:00,29.0,44,3549.31,11,0,4,0,0,3321.11,,2784.34375,2710.9681666666665
2023-04-03 12:00:00,29.9,42,3488.73,12,0,4,0,0,3190.15,,2796.7845833333336,2723.718360655738
2023-04-03 13:00:00,30.8,36,3196.03,13,0,4,0,0,2932.83,,2807.75125,2731.3362903225807
2023-04-03 14:00:00,31.3,30,3288.89,14,0,4,0,0,2863.77,,2825.464583333333,2740.186349206349
2023-04-03 15:00:00,30.5,30,3316.65,15,0,4,0,0,2800.92,,2846.9533333333334,2749.19359375
2023-04-03 16:00:00,30.0,31,3365.86,16,0,4,0,0,2807.78,,2870.206666666667,2758.6807692307693
2023-04-03 17:00:00,26.9,51,3332.47,17,0,4,0,0,2882.5,,2888.955416666667,2767.3745454545456
2023-04-03 18:00:00,23.8,60,3347.73,18,0,4,0,0,2959.12,,2905.1475000000005,2776.0365671641794
2023-04-03 19:00:00,22.7,61,3390.04,19,0,4,0,0,3064.01,,2918.732083333333,2785.0660294117647
2023-04-03 20:00:00,22.0,63,3132.8,20,0,4,0,0,2914.27,,2927.8375,2790.1056521739133
2023-04-03 21:00:00,21.2,67,2851.43,21,0,4,0,0,2714.4,,2933.5470833333334,2790.981714285714
2023-04-03 22:00:00,20.2,69,2711.05,22,0,4,0,0,2557.9,,2939.9283333333333,2789.8559154929576
2023-04-03 23:00:00,19.4,71,2555.38,23,0,4,0,0,2406.67,,2946.1245833333337,2786.5993055555555
2023-04-04 00:00:00,18.8,73,2353.21,0,1,4,0,0,2195.53,,2952.694583333334,2780.662465753425
2023-04-04 01:00:00,18.4,74,2216.9,1,1,4,0,0,2081.19,,2958.349166666667,2773.044054054054
2023-04-04 02:00:00,17.8,76,2148.54,2,1,4,0,0,2024.41,,2963.52125,2764.717333333333
2023-04-04 03:00:00,17.2,78,2117.84,3,1,4,0,0,1994.81,,2968.6475000000005,2756.2057894736845
2023-04-04 04:00:00,17.7,75,2163.51,4,1,4,0,0,2088.3,,2971.78125,2748.5084415584415
2023-04-04 05:00:00,17.9,79,2314.58,5,1,4,0,0,2374.95,,2969.2658333333334,2742.9452564102567
2023-04-04 06:00:00,17.9,79,2678.35,6,1,4,0,0,2968.38,,2957.18125,2742.127594936709
2023-04-04 07:00:00,18.7,75,3047.21,7,1,4,0,0,3207.11,,2950.5187499999997,2745.9411250000003
2023-04-04 08:00:00,19.6,73,3177.85,8,1,4,0,0,3235.36,,2948.1225,2751.2733333333335
2023-04-04 09:00:00,21.9,67,3361.01,9,1,4,0,0,3433.6,,2945.097916666667,2758.7091463414636
2023-04-04 10:00:00,24.1,58,3535.11,10,1,4,0,0,3576.98,,2943.353333333333,2768.063373493976
2023-04-04 11:00:00,25.6,53,3530.68,11,1,4,0,0,3549.31,,2942.5770833333336,2777.142142857143
2023-04-04 12:00:00,26.7,49,3431.2,12,1,4,0,0,3488.73,,2940.1800000000003,2784.8369411764706
2023-04-04 13:00:00,27.4,47,3142.43,13,1,4,0,0,3196.03,,2937.9466666666667,2788.995
2023-04-04 14:00:00,27.9,47,3197.33,14,1,4,0,0,3288.89,,2934.1316666666667,2793.6885057471263
2023-04-04 15:00:00,28.0,45,3214.11,15,1,4,0,0,3316.65,,2929.8591666666666,2798.466022727273
2023-04-04 16:00:00,28.0,41,3232.92,16,1,4,0,0,3365.86,,2924.3199999999997,2803.3475280898874
2023-04-04 17:00:00,27.6,42,3315.71,17,1,4,0,0,3332.47,,2923.6216666666664,2809.040444444445
2023-04-04 18:00:00,25.1,49,3370.33,18,1,4,0,0,3347.73,,2924.5633333333335,2815.2084615384615
2023-04-04 19:00:00,23.5,52,3430.55,19,1,4,0,0,3390.04,,2926.25125,2821.896956521739
2023-04-04 20:00:00,22.4,54,3198.69,20,1,4,0,0,3132.8,,2928.9966666666664,2825.948494623656
2023-04-04 21:00:00,21.9,53,2931.5,21,1,4,0,0,2851.43,,2932.3329166666663,2827.0713829787237
2023-04-04 22:00:00,20.3,60,2764.42,22,1,4,0,0,2711.05,,2934.556666666667,2826.411894736842
2023-04-04 23:00:00,19.8,63,2623.68,23,1,4,0,0,2555.38,,2937.4025,2824.3001041666666
2023-04-05 00:00:00,18.4,68,2408.02,0,2,4,0,0,2353.21,,2939.68625,2820.008556701031
2023-04-05 01:00:00,17.6,72,2274.85,1,2,4,0,0,2216.9,,2942.1008333333334,2814.445714285714
2023-04-05 02:00:00,16.8,76,2197.52,2,2,4,0,0,2148.54,,2944.141666666667,2808.2141414141415
2023-04-05 03:00:00,16.4,78,2163.46,3,2,4,0,0,2117.84,,2946.0424999999996,2801.7666
2023-04-05 04:00:00,16.3,77,2229.61,4,2,4,0,0,2163.51,,2948.7966666666666,2796.101683168317
2023-04-05 05:00:00,16.8,85,2537.56,5,2,4,0,0,2314.58,,2958.0875,2793.566960784314
2023-04-05 06:00:00,17.2,83,3158.69,6,2,4,0,0,2678.35,,2978.101666666666,2797.1118446601945
2023-04-05 07:00:00,19.1,77,3333.09,7,2,4,0,0,3047.21,,2990.013333333334,2802.2654807692306
2023-04-05 08:00:00,21.9,68,3313.01,8,2,4,0,0,3177.85,,2995.645,2807.1297142857143
2023-04-05 09:00:00,24.5,57,3496.76,9,2,4,0,0,3361.01,,3001.30125,2813.6356603773584
2023-04-05 10:00:00,26.4,48,3657.51,10,2,4,0,0,3535.11,,3006.4012500000003,2821.5223364485983
2023-04-05 11:00:00,27.9,40,3642.8,11,2,4,0,0,3530.68,,3011.0729166666674,2829.1267592592594
2023-04-05 12:00:00,29.1,31,3545.58,12,2,4,0,0,3431.2,,3015.8387499999994,2835.699724770642
2023-04-05 13:00:00,29.8,27,3278.63,13,2,4,0,0,3142.43,,3021.51375,2839.7263636363637
2023-04-05 14:00:00,30.2,23,3369.5,14,2,4,0,0,3197.33,,3028.6875,2844.499099099099
2023-04-05 15:00:00,30.1,22,3402.27,15,2,4,0,0,3214.11,,3036.5275,2849.4791964285714
2023-04-05 16:00:00,29.6,22,3403.87,16,2,4,0,0,3232.92,,3043.650416666667,2854.385309734513
2023-04-05 17:00:00,28.5,29,3475.86,17,2,4,0,0,3315.71,,3050.3233333333333,2859.8368421052633
2023-04-05 18:00:00,24.8,38,3476.91,18,2,4,0,0,3370.33,,3054.7641666666664,2865.202695652174
2023-04-05 19:00:00,23.8,34,3512.17,19,2,4,0,0,3430.55,,3058.1650000000004,2870.7799999999997
2023-04-05 20:00:00,22.6,35,3265.72,20,2,4,0,0,3198.69,,3060.9579166666667,2874.1555555555556
2023-04-05 21:00:00,21.7,38,2988.44,21,2,4,0,0,2931.5,,3063.330416666667,2875.1240677966102
2023-04-05 22:00:00,21.3,38,2835.58,22,2,4,0,0,2764.42,,3066.2954166666673,2874.7917647058825
2023-04-05 23:00:00,20.5,42,2684.37,23,2,4,0,0,2623.68,,3068.8241666666668,2873.204916666667
2023-04-06 00:00:00,19.5,45,2452.9,0,3,4,0,0,2408.02,,3070.694166666666,2869.7313223140495
2023-04-06 01:00:00,19.2,46,2317.41,1,3,4,0,0,2274.85,,3072.4675,2865.2040983606557
2023-04-06 02:00:00,18.3,49,2243.75,2,3,4,0,0,2197.52,,3074.3937499999997,2860.1516260162603
2023-04-06 03:00:00,17.3,54,2202.66,3,3,4,0,0,2163.46,,3076.027083333334,2854.8492741935484
2023-04-06 04:00:00,16.7,57,2268.36,4,3,4,0,0,2229.61,,3077.641666666667,2850.1573599999997
2023-04-06 05:00:00,18.4,60,2561.47,5,3,4,0,0,2537.56,,3078.6379166666666,2847.8661904761907
2023-04-06 06:00:00,18.6,65,3123.09,6,3,4,0,0,3158.69,,3077.1545833333334,2850.033307086614
2023-04-06 07:00:00,20.0,67,3301.06,7,3,4,0,0,3333.09,,3075.8199999999997,2853.556953125
2023-04-06 08:00:00,22.6,55,3294.03,8,3,4,0,0,3313.01,,3075.0291666666667,2856.971472868217
2023-04-06 09:00:00,24.3,47,3453.66,9,3,4,0,0,3496.76,,3073.2333333333336,2861.5613846153847
2023-04-06 10:00:00,27.4,36,3598.5,10,3,4,0,0,3657.51,,3070.7745833333333,2867.1868702290076
2023-04-06 11:00:00,29.2,30,3604.56,11,3,4,0,0,3642.8,,3069.1812499999996,2872.7730303030303
2023-04-06 12:00:00,30.3,28,3533.06,12,3,4,0,0,3545.58,,3068.6595833333336,2877.737593984962
2023-04-06 13:00:00,31.0,26,3273.04,13,3,4,0,0,3278.63,,3068.4266666666667,2880.6876119402987
2023-04-06 14:00:00,31.3,24,3400.93,14,3,4,0,0,3369.5,,3069.73625,2884.5412592592593
2023-04-06 15:00:00,31.1,22,3441.02,15,3,4,0,0,3402.27,,3071.3508333333334,2888.6330147058825
2023-04-06 16:00:00,30.7,22,3462.08,16,3,4,0,0,3403.87,,3073.7762500000003,2892.8187591240876
2023-04-06 17:00:00,29.6,25,3541.52,17,3,4,0,0,3475.86,,3076.5120833333335,2897.519492753623
2023-04-06 18:00:00,25.8,36,3526.02,18,3,4,0,0,3476.91,,3078.558333333333,2902.0410791366908
2023-04-06 19:00:00,23.7,41,3538.62,19,3,4,0,0,3512.17,,3079.660416666667,2906.5880714285718
2023-04-06 20:00:00,23.6,32,3299.08,20,3,4,0,0,3265.72,,3081.0504166666665,2909.3717021276593
2023-04-06 21:00:00,21.8,35,3018.65,21,3,4,0,0,2988.44,,3082.3091666666664,2910.141267605634
2023-04-06 22:00:00,21.9,35,2862.18,22,3,4,0,0,2835.58,,3083.4174999999996,2909.805874125874
2023-04-06 23:00:00,21.5,36,2719.6,23,3,4,0,0,2684.37,,3084.8854166666665,2908.485
2023-04-07 00:00:00,20.4,42,2510.02,0,4,4,0,0,2452.9,,3087.265416666667,2905.736965517241
2023-04-07 01:00:00,18.9,49,2380.71,1,4,4,0,0,2317.41,,3089.9029166666664,2902.140890410959
2023-04-07 02:00:00,18.0,54,2301.68,2,4,4,0,0,2243.75,,3092.316666666667,2898.0561224489797
2023-04-07 03:00:00,18.1,55,2271.23,3,4,4,0,0,2202.66,,3095.17375,2893.8208108108106
2023-04-07 04:00:00,17.6,59,2313.01,4,4,4,0,0,2268.36,,3097.0341666666664,2889.9227516778524
2023-04-07 05:00:00,17.4,65,2489.91,5,4,4,0,0,2561.47,,3094.0525,2887.2560000000003
2023-04-07 06:00:00,17.8,65,2829.65,6,4,4,0,0,3123.09,,3081.825833333333,2886.874503311258
2023-04-07 07:00:00,19.9,59,3102.74,7,4,4,0,0,3301.06,,3073.5625,2888.2946710526317
2023-04-07 08:00:00,22.7,51,3187.76,8,4,4,0,0,3294.03,,3069.134583333333,2890.2519607843137
2023-04-07 09:00:00,25.4,45,3465.64,9,4,4,0,0,3453.66,,3069.6337499999995,2893.9882467532466
2023-04-07 10:00:00,27.6,35,3708.57,10,4,4,0,0,3598.5,,3074.22,2899.2436129032258
2023-04-07 11:00:00,29.3,25,3741.31,11,4,4,0,0,3604.56,,3079.9179166666668,2904.6414743589744
2023-04-07 12:00:00,30.4,21,3658.28,12,4,4,0,0,3533.06,,3085.1354166666665,2909.4417197452226
2023-04-07 13:00:00,31.1,19,3311.56,13,4,4,0,0,3273.04,,3086.740416666666,2911.9867721518985
2023-04-07 14:00:00,31.3,18,3369.07,14,4,4,0,0,3400.93,,3085.4129166666667,2914.861509433962
2023-04-07 15:00:00,31.1,18,3377.35,15,4,4,0,0,3441.02,,3082.76,2917.7520625
2023-04-07 16:00:00,30.6,19,3399.4,16,4,4,0,0,3462.08,,3080.148333333333,2920.743664596273
2023-04-07 17:00:00,29.7,22,3462.92,17,4,4,0,0,3541.52,,3076.8733333333334,2924.0904320987656
2023-04-07 18:00:00,27.0,26,3488.18,18,4,4,0,0,3526.02,,3075.296666666667,2927.5511042944786
2023-04-07 19:00:00,25.5,27,3524.41,19,4,4,0,0,3538.62,,3074.7045833333327,2931.190487804878
2023-04-07 20:00:00,24.6,27,3296.35,20,4,4,0,0,3299.08,,3074.5908333333336,2933.4035757575757
2023-04-07 21:00:00,23.7,28,3028.46,21,4,4,0,0,3018.65,,3074.999583333333,2933.976204819277
2023-04-07 22:00:00,22.9,29,2883.66,22,4,4,0,0,2862.18,,3075.8945833333332,2933.674910179641
2023-04-07 23:00:00,22.2,31,2749.5,23,4,4,0,0,2719.6,,3077.1404166666666,2932.578630952381
2023-04-08 00:00:00,21.3,34,2553.8,0,5,4,1,0,2510.02,2171.17,3078.964583333333,2934.8561904761905
2023-04-08 01:00:00,19.8,41,2414.48,1,5,4,1,0,2380.71,2059.95,3080.3716666666664,2936.966488095238
2023-04-08 02:00:00,18.9,45,2338.87,2,5,4,1,0,2301.68,1994.83,3081.92125,2939.0143452380953
2023-04-08 03:00:00,18.5,45,2294.72,3,5,4,1,0,2271.23,1967.67,3082.9,2940.9610714285714
2023-04-08 04:00:00,17.1,50,2327.67,4,5,4,1,0,2313.01,2043.05,3083.5108333333337,2942.655238095238
2023-04-08 05:00:00,17.1,54,2487.12,5,5,4,1,0,2489.91,2276.3,3083.3945833333332,2943.910119047619
2023-04-08 06:00:00,17.6,54,2837.86,6,5,4,1,0,2829.65,2726.5,3083.736666666667,2944.5729761904763
2023-04-08 07:00:00,20.0,50,3076.81,7,5,4,1,0,3102.74,3059.03,3082.65625,2944.6788095238094
2023-04-08 08:00:00,23.5,43,3102.05,8,5,4,1,0,3187.76,3108.97,3079.0850000000005,2944.6376190476194
2023-04-08 09:00:00,26.7,34,3280.32,9,5,4,1,0,3465.64,3263.5,3071.3633333333332,2944.737738095238
2023-04-08 10:00:00,29.0,24,3477.85,10,5,4,1,0,3708.57,3401.07,3061.75,2945.194761904762
2023-04-08 11:00:00,30.2,21,3490.28,11,5,4,1,0,3741.31,3361.18,3051.2904166666667,2945.9632142857145
2023-04-08 12:00:00,31.0,20,3413.0,12,5,4,1,0,3658.28,3265.25,3041.070416666667,2946.8426785714287
2023-04-08 13:00:00,31.4,19,3173.56,13,5,4,1,0,3311.56,3003.52,3035.320416666667,2947.8548214285715
2023-04-08 14:00:00,31.8,17,3241.19,14,5,4,1,0,3369.07,3002.27,3029.992083333333,2949.2769642857143
2023-04-08 15:00:00,31.7,16,3250.88,15,5,4,1,0,3377.35,2983.55,3024.7225,2950.868214285714
2023-04-08 16:00:00,31.3,16,3266.39,16,5,4,1,0,3399.4,2980.54,3019.1804166666666,2952.5697023809525
2023-04-08 17:00:00,30.4,20,3328.96,17,5,4,1,0,3462.92,3118.83,3013.5987499999997,2953.8204761904763
2023-04-08 18:00:00,26.6,30,3360.18,18,5,4,1,0,3488.18,3102.62,3008.2654166666666,2955.3535714285717
2023-04-08 19:00:00,24.2,32,3406.27,19,5,4,1,0,3524.41,3058.08,3003.342916666667,2957.4261309523813
2023-04-08 20:00:00,23.2,32,3210.6,20,5,4,1,0,3296.35,2835.67,2999.77,2959.657857142857
2023-04-08 21:00:00,22.0,35,2980.86,21,5,4,1,0,3028.46,2585.17,2997.786666666667,2962.013154761905
2023-04-08 22:00:00,20.9,38,2848.64,22,5,4,1,0,2883.66,2418.93,2996.3275,2964.5709523809523
2023-04-08 23:00:00,21.4,35,2732.3,23,5,4,1,0,2749.5,2273.07,2995.6108333333336,2967.3044642857144
2023-04-09 00:00:00,21.6,33,2533.2,0,6,4,1,0,2553.8,2082.51,2994.7525,2969.987142857143
2023-04-09 01:00:00,20.3,38,2400.6,1,6,4,1,0,2414.48,1962.14,2994.174166666667,2972.5970238095238
2023-04-09 02:00:00,19.0,46,2317.67,2,6,4,1,0,2338.87,1899.99,2993.290833333333,2975.0832142857143
2023-04-09 03:00:00,20.4,42,2280.02,3,6,4,1,0,2294.72,1880.37,2992.6783333333337,2977.4620833333333
2023-04-09 04:00:00,21.5,38,2311.51,4,6,4,1,0,2327.67,1949.56,2992.0049999999997,2979.6165476190477
2023-04-09 05:00:00,19.7,48,2435.15,5,6,4,1,0,2487.12,2103.63,2989.839583333333,2981.589880952381
2023-04-09 06:00:00,18.0,56,2699.85,6,6,4,1,0,2837.86,2447.22,2984.0891666666666,2983.093630952381
2023-04-09 07:00:00,20.5,52,2901.44,7,6,4,1,0,3076.81,2780.62,2976.7820833333335,2983.8127976190476
2023-04-09 08:00:00,25.0,44,2986.89,8,6,4,1,0,3102.05,2911.38,2971.98375,2984.262261904762
2023-04-09 09:00:00,28.5,33,3174.7,9,6,4,1,0,3280.32,3131.73,2967.5829166666667,2984.518035714286
2023-04-09 10:00:00,30.9,22,3351.26,10,6,4,1,0,3477.85,3302.86,2962.308333333333,2984.806130952381
2023-04-09 11:00:00,32.4,16,3378.74,11,6,4,1,0,3490.28,3321.11,2957.6608333333334,2985.1491666666666
2023-04-09 12:00:00,32.8,14,3344.67,12,6,4,1,0,3413.0,3190.15,2954.81375,2986.068928571429
2023-04-09 13:00:00,33.1,15,3122.34,13,6,4,1,0,3173.56,2932.83,2952.679583333333,2987.196964285714
2023-04-09 14:00:00,33.1,15,3148.47,14,6,4,1,0,3241.19,2863.77,2948.81625,2988.891607142857
2023-04-09 15:00:00,32.9,15,3143.44,15,6,4,1,0,3250.88,2800.92,2944.339583333333,2990.9304166666666
2023-04-09 16:00:00,32.7,16,3152.14,16,6,4,1,0,3266.39,2807.78,2939.5791666666664,2992.980178571429
2023-04-09 17:00:00,31.6,17,3196.07,17,6,4,1,0,3328.96,2882.5,2934.0420833333337,2994.846666666667
2023-04-09 18:00:00,28.6,23,3233.41,18,6,4,1,0,3360.18,2959.12,2928.7599999999998,2996.4793452380954
2023-04-09 19:00:00,28.3,19,3329.26,19,6,4,1,0,3406.27,3064.01,2925.55125,2998.0582142857143
2023-04-09 20:00:00,26.1,22,3195.51,20,6,4,1,0,3210.6,2914.27,2924.9225,2999.732261904762
2023-04-09 21:00:00,25.6,26,3019.64,21,6,4,1,0,2980.86,2714.4,2926.5383333333334,3001.549166666666
2023-04-09 22:00:00,22.6,32,2917.18,22,6,4,1,0,2848.64,2557.9,2929.394166666667,3003.6877380952383
2023-04-09 23:00:00,23.3,29,2772.62,23,6,4,1,0,2732.3,2406.67,2931.0741666666668,3005.866011904762
2023-04-10 00:00:00,23.1,29,2599.17,0,0,4,0,0,2533.2,2195.53,2933.8229166666665,3008.268630952381
2023-04-10 01:00:00,20.8,35,2472.4,1,0,4,0,0,2400.6,2081.19,2936.8145833333333,3010.597261904762
2023-04-10 02:00:00,20.6,37,2396.53,2,0,4,0,0,2317.67,2024.41,2940.1004166666667,3012.812261904762
2023-04-10 03:00:00,22.5,31,2340.32,3,0,4,0,0,2280.02,1994.81,2942.6129166666665,3014.8688690476192
2023-04-10 04:00:00,20.1,38,2393.57,4,0,4,0,0,2311.51,2088.3,2946.0320833333335,3016.685952380952
2023-04-10 05:00:00,20.2,39,2648.48,5,0,4,0,0,2435.15,2374.95,2954.9208333333336,3018.314107142857
2023-04-10 06:00:00,19.7,46,3141.85,6,0,4,0,0,2699.85,2968.38,2973.3375,3019.346666666667
2023-04-10 07:00:00,21.9,42,3227.71,7,0,4,0,0,2901.44,3207.11,2986.932083333333,3019.4692857142854
2023-04-10 08:00:00,25.3,36,3232.9,8,0,4,0,0,2986.89,3235.36,2997.1825000000003,3019.454642857143
2023-04-10 09:00:00,28.5,30,3511.12,9,0,4,0,0,3174.7,3433.6,3011.2000000000003,3019.9160714285717
2023-04-10 10:00:00,31.0,24,3758.12,10,0,4,0,0,3351.26,3576.98,3028.1525,3020.9942857142855
2023-04-10 11:00:00,32.5,19,3791.68,11,0,4,0,0,3378.74,3549.31,3045.3583333333336,3022.436964285714
2023-04-10 12:00:00,33.0,18,3750.29,12,0,4,0,0,3344.67,3488.73,3062.2591666666667,3023.993869047619
2023-04-10 13:00:00,33.3,18,3508.71,13,0,4,0,0,3122.34,3196.03,3078.3579166666673,3025.85505952381
2023-04-10 14:00:00,33.1,18,3622.98,14,0,4,0,0,3148.47,3288.89,3098.129166666667,3027.84369047619
2023-04-10 15:00:00,33.3,17,3628.41,15,0,4,0,0,3143.44,3316.65,3118.3362500000003,3029.6994047619046
2023-04-10 16:00:00,33.1,17,3604.0,16,0,4,0,0,3152.14,3365.86,3137.16375,3031.116904761905
2023-04-10 17:00:00,32.1,20,3641.39,17,0,4,0,0,3196.07,3332.47,3155.71875,3032.9557142857143
2023-04-10 18:00:00,28.0,29,3653.36,18,0,4,0,0,3233.41,3347.73,3173.216666666667,3034.7749404761903
2023-04-10 19:00:00,27.3,25,3695.98,19,0,4,0,0,3329.26,3390.04,3188.4966666666664,3036.596011904762
2023-04-10 20:00:00,24.3,30,3481.44,20,0,4,0,0,3195.51,3132.8,3200.410416666667,3038.6712500000003
2023-04-10 21:00:00,24.3,29,3260.25,21,0,4,0,0,3019.64,2851.43,3210.4358333333334,3041.1047023809524
2023-04-10 22:00:00,23.7,30,3149.02,22,0,4,0,0,2917.18,2711.05,3220.0958333333333,3043.7116666666666
2023-04-10 23:00:00,23.3,32,2986.87,23,0,4,0,0,2772.62,2555.38,3229.022916666667,3046.2800595238095
2023-04-11 00:00:00,21.3,37,2798.49,0,1,4,0,0,2599.17,2353.21,3237.3279166666666,3048.9305357142857
2023-04-11 01:00:00,20.7,38,2641.67,1,1,4,0,0,2472.4,2216.9,3244.380833333333,3051.4589285714283
