timestamp,temperature,humidity,load_mw
2023-04-08T02:00,18.9,45,2338.87
2023-04-08T03:00,18.5,45,2294.72
2023-04-08T04:00,17.1,50,2327.67
2023-04-08T05:00,17.1,54,2487.12
2023-04-08T06:00,17.6,54,2837.86
2023-04-08T07:00,20.0,50,3076.81
2023-04-08T08:00,23.5,43,3102.05
2023-04-08T09:00,26.7,34,3280.32
2023-04-08T10:00,29.0,24,3477.85
2023-04-08T11:00,30.2,21,3490.28
2023-04-08T12:00,31.0,20,3413.0
2023-04-08T13:00,31.4,19,3173.56
2023-04-08T14:00,31.8,17,3241.19
2023-04-08T15:00,31.7,16,3250.88
2023-04-08T16:00,31.3,16,3266.39
2023-04-08T17:00,30.4,20,3328.96
2023-04-08T18:00,26.6,30,3360.18
2023-04-08T19:00,24.2,32,3406.27
2023-04-08T20:00,23.2,32,3210.6
2023-04-08T21:00,22.0,35,2980.86
2023-04-08T22:00,20.9,38,2848.64
2023-04-08T23:00,21.4,35,2732.3
2023-04-09T00:00,21.6,33,2533.2
2023-04-09T01:00,20.3,38,2400.6
2023-04-09T02:00,19.0,46,2317.67
2023-04-09T03:00,20.4,42,2280.02
2023-04-09T04:00,21.5,38,2311.51
2023-04-09T05:00,19.7,48,2435.15
2023-04-09T06:00,18.0,56,2699.85
2023-04-09T07:00,20.5,52,2901.44
2023-04-09T08:00,25.0,44,2986.89
2023-04-09T09:00,28.5,33,3174.7
2023-04-09T10:00,30.9,22,3351.26
2023-04-09T11:00,32.4,16,3378.74
2023-04-09T12:00,32.8,14,3344.67
2023-04-09T13:00,33.1,15,3122.34
2023-04-09T14:00,33.1,15,3148.47
2023-04-09T15:00,32.9,15,3143.44
2023-04-09T16:00,32.7,16,3152.14
2023-04-09T17:00,31.6,17,3196.07
2023-04-09T18:00,28.6,23,3233.41
2023-04-09T19:00,28.3,19,3329.26
2023-04-09T20:00,26.1,22,3195.51
2023-04-09T21:00,25.6,26,3019.64
2023-04-09T22:00,22.6,32,2917.18
2023-04-09T23:00,23.3,29,2772.62
2023-04-10T00:00,23.1,29,2599.17
2023-04-10T01:00,20.8,35,2472.4
2023-04-10T02:00,20.6,37,2396.53
2023-04-10T03:00,22.5,31,2340.32
2023-04-10T04:00,20.1,38,2393.57
2023-04-10T05:00,20.2,39,2648.48
2023-04-10T06:00,19.7,46,3141.85
2023-04-10T07:00,21.9,42,3227.71
2023-04-10T08:00,25.3,36,3232.9
2023-04-10T09:00,28.5,30,3511.12
2023-04-10T10:00,31.0,24,3758.12
2023-04-10T11:00,32.5,19,3791.68
2023-04-10T12:00,33.0,18,3750.29
2023-04-10T13:00,33.3,18,3508.71
2023-04-10T14:00,33.1,18,3622.98
2023-04-10T15:00,33.3,17,3628.41
2023-04-10T16:00,33.1,17,3604.0
2023-04-10T17:00,32.1,20,3641.39
2023-04-10T18:00,28.0,29,3653.36
2023-04-10T19:00,27.3,25,3695.98
2023-04-10T20:00,24.3,30,3481.44
2023-04-10T21:00,24.3,29,3260.25
2023-04-10T22:00,23.7,30,3149.02
2023-04-10T23:00,23.3,32,2986.87
2023-04-11T00:00,21.3,37,2798.49
2023-04-11T01:00,20.7,38,2641.67
2023-04-11T02:00,20.6,38,2538.08
2023-04-11T03:00,20.7,37,2478.66
2023-04-11T04:00,20.5,36,2519.55
2023-04-11T05:00,19.4,45,2779.76
2023-04-11T06:00,19.7,46,3307.23
2023-04-11T07:00,22.0,43,3342.58
2023-04-11T08:00,25.4,37,3326.84
2023-04-11T09:00,29.0,29,3576.46
2023-04-11T10:00,31.8,24,3818.33
2023-04-11T11:00,33.4,19,3863.04
2023-04-11T12:00,34.3,17,3857.6
2023-04-11T13:00,34.9,18,3618.99
2023-04-11T14:00,35.9,14,3773.3
2023-04-11T15:00,35.7,13,3863.27
2023-04-11T16:00,35.1,14,3864.46
2023-04-11T17:00,33.9,17,3889.37
2023-04-11T18:00,31.5,21,3856.91
2023-04-11T19:00,29.6,22,3842.09
2023-04-11T20:00,29.1,22,3634.64
2023-04-11T21:00,28.4,22,3411.75
2023-04-11T22:00,26.8,25,3314.62
2023-04-11T23:00,24.7,29,3174.72
2023-04-12T00:00,24.0,31,2991.2
2023-04-12T01:00,23.7,32,2829.72
2023-04-12T02:00,25.0,29,2730.61
2023-04-12T03:00,25.6,28,2670.85
2023-04-12T04:00,25.4,29,2699.23
2023-04-12T05:00,23.1,40,2935.72
2023-04-12T06:00,24.5,38,3403.98
2023-04-12T07:00,26.0,37,3447.48
2023-04-12T08:00,29.1,31,3432.0
2023-04-12T09:00,31.7,26,3739.01
2023-04-12T10:00,34.5,19,4044.64
2023-04-12T11:00,35.5,18,4131.93
2023-04-12T12:00,36.2,17,4104.84
2023-04-12T13:00,36.3,16,3840.15
2023-04-12T14:00,36.4,16,3979.66
2023-04-12T15:00,35.7,16,4097.57
2023-04-12T16:00,34.7,18,4049.14
2023-04-12T17:00,33.6,20,4028.58
2023-04-12T18:00,30.9,27,3953.43
2023-04-12T19:00,29.1,28,3973.55
2023-04-12T20:00,28.3,29,3785.42
2023-04-12T21:00,27.4,29,3587.42
2023-04-12T22:00,24.9,35,3513.96
2023-04-12T23:00,25.2,34,3384.05
2023-04-13T00:00,24.4,35,3176.77
2023-04-13T01:00,23.3,38,3012.74
2023-04-13T02:00,22.4,43,2890.84
2023-04-13T03:00,22.4,42,2807.57
2023-04-13T04:00,22.2,40,2827.57
2023-04-13T05:00,22.2,46,3026.95
2023-04-13T06:00,22.4,47,3434.23
2023-04-13T07:00,24.8,43,3440.73
2023-04-13T08:00,28.3,37,3424.99
2023-04-13T09:00,31.4,31,3731.11
2023-04-13T10:00,34.1,24,4098.01
2023-04-13T11:00,35.5,19,4212.43
2023-04-13T12:00,36.4,16,4203.81
2023-04-13T13:00,37.2,13,3968.62
2023-04-13T14:00,37.2,13,4161.6
2023-04-13T15:00,37.0,12,4259.04
2023-04-13T16:00,36.4,12,4274.23
2023-04-13T17:00,35.4,16,4237.55
2023-04-13T18:00,32.9,19,4116.49
2023-04-13T19:00,30.9,20,4117.58
2023-04-13T20:00,28.8,22,3926.39
2023-04-13T21:00,27.7,25,3740.59
2023-04-13T22:00,27.6,24,3723.54
2023-04-13T23:00,27.1,25,3637.59
2023-04-14T00:00,25.3,30,3422.49
2023-04-14T01:00,23.0,37,3233.72
2023-04-14T02:00,23.9,34,3103.55
2023-04-14T03:00,23.2,35,2985.92
2023-04-14T04:00,21.9,39,2972.28
2023-04-14T05:00,21.8,44,3067.34
2023-04-14T06:00,23.0,43,3251.08
2023-04-14T07:00,25.7,41,3382.41
2023-04-14T08:00,29.6,34,3457.06
2023-04-14T09:00,32.6,28,3749.53
2023-04-14T10:00,34.8,22,4032.12
2023-04-14T11:00,36.2,17,4253.96
2023-04-14T12:00,37.0,15,4264.37
2023-04-14T13:00,37.3,14,3980.5
2023-04-14T14:00,37.3,13,4142.9
2023-04-14T15:00,37.0,13,4207.93
2023-04-14T16:00,36.5,13,4195.93
2023-04-14T17:00,35.7,16,4143.71
2023-04-14T18:00,32.3,22,4098.47
2023-04-14T19:00,30.2,24,4134.1
2023-04-14T20:00,28.1,27,3973.22
2023-04-14T21:00,26.6,29,3828.18
2023-04-14T22:00,26.0,29,3864.19
2023-04-14T23:00,24.5,31,3830.91
2023-04-15T00:00,25.4,28,3651.63
2023-04-15T01:00,24.7,30,3445.6
2023-04-15T02:00,24.8,32,3279.27
2023-04-15T03:00,23.4,33,3145.46
2023-04-15T04:00,23.7,31,3121.2
2023-04-15T05:00,22.0,41,3213.22
2023-04-15T06:00,22.4,43,3388.17
2023-04-15T07:00,25.4,39,3411.21
2023-04-15T08:00,30.1,32,3418.54
2023-04-15T09:00,34.6,22,3685.33
2023-04-15T10:00,37.4,15,3993.29
2023-04-15T11:00,38.7,11,4103.32
2023-04-15T12:00,39.1,10,4150.79
2023-04-15T13:00,39.1,9,4026.39
2023-04-15T14:00,39.0,10,4188.76
2023-04-15T15:00,38.9,10,4290.39
2023-04-15T16:00,38.3,11,4261.05
2023-04-15T17:00,36.9,17,4205.18
2023-04-15T18:00,32.1,23,4105.87
2023-04-15T19:00,29.5,24,4126.45
2023-04-15T20:00,29.1,23,4036.58
2023-04-15T21:00,28.7,21,3972.68
2023-04-15T22:00,34.1,13,3965.6
2023-04-15T23:00,26.0,26,3923.33
2023-04-16T00:00,25.5,28,3865.47
2023-04-16T01:00,25.6,27,3663.06
2023-04-16T02:00,25.1,27,3487.19
2023-04-16T03:00,27.5,22,3326.59
2023-04-16T04:00,22.7,31,3261.05
2023-04-16T05:00,23.2,42,3267.18
2023-04-16T06:00,24.9,45,3308.07
2023-04-16T07:00,27.3,39,3330.86
2023-04-16T08:00,30.5,32,3336.69
2023-04-16T09:00,32.8,29,3511.6
2023-04-16T10:00,35.3,23,3640.89
2023-04-16T11:00,37.4,20,3780.97
2023-04-16T12:00,38.6,16,3850.24
2023-04-16T13:00,38.8,14,3770.78
2023-04-16T14:00,39.2,13,3985.23
2023-04-16T15:00,38.9,14,4108.43
2023-04-16T16:00,38.3,14,4075.26
2023-04-16T17:00,37.2,16,4038.49
2023-04-16T18:00,34.2,20,3976.58
2023-04-16T19:00,32.1,20,4055.04
2023-04-16T20:00,29.9,25,4080.67
2023-04-16T21:00,29.2,26,4157.82
2023-04-16T22:00,28.9,26,4320.12
2023-04-16T23:00,27.9,29,4309.34
2023-04-17T00:00,27.0,33,4054.32
2023-04-17T01:00,26.0,37,3803.58
2023-04-17T02:00,24.4,43,3605.18
2023-04-17T03:00,28.4,31,3471.64
2023-04-17T04:00,29.3,28,3391.65
2023-04-17T05:00,25.4,41,3451.52
2023-04-17T06:00,25.1,42,3600.89
2023-04-17T07:00,27.3,39,3574.49
2023-04-17T08:00,30.2,35,3604.89
2023-04-17T09:00,33.6,28,3958.86
2023-04-17T10:00,36.4,23,4394.12
2023-04-17T11:00,38.2,18,4526.31
2023-04-17T12:00,38.7,15,4543.15
2023-04-17T13:00,39.1,14,4387.65
2023-04-17T14:00,38.9,14,4614.95
2023-04-17T15:00,38.6,14,4837.17
2023-04-17T16:00,38.2,14,5006.08
2023-04-17T17:00,37.2,15,4792.98
2023-04-17T18:00,35.1,17,4599.27
2023-04-17T19:00,31.7,21,4615.31
2023-04-17T20:00,35.0,16,4556.32
2023-04-17T21:00,35.1,15,4579.3
2023-04-17T22:00,34.3,16,4790.12
2023-04-17T23:00,28.0,24,4849.63
2023-04-18T00:00,27.9,25,4612.53
2023-04-18T01:00,26.2,30,4327.22
2023-04-18T02:00,25.5,33,4088.4
2023-04-18T03:00,26.0,32,3870.68
2023-04-18T04:00,26.1,32,3754.2
2023-04-18T05:00,25.9,35,3767.39
2023-04-18T06:00,25.7,37,3861.78
2023-04-18T07:00,28.4,33,3790.87
2023-04-18T08:00,31.3,29,3816.66
2023-04-18T09:00,34.8,23,4190.28
2023-04-18T10:00,36.9,20,4602.21
2023-04-18T11:00,38.4,17,4765.67
2023-04-18T12:00,39.1,16,4844.73
2023-04-18T13:00,39.0,16,4793.26
2023-04-18T14:00,38.7,16,5153.88
2023-04-18T15:00,38.8,16,5359.02
2023-04-18T16:00,37.5,17,5273.66
2023-04-18T17:00,38.1,14,5055.86
2023-04-18T18:00,35.8,17,4790.42
2023-04-18T19:00,34.6,17,4777.85
2023-04-18T20:00,32.8,19,4751.78
2023-04-18T21:00,32.5,20,4821.32
2023-04-18T22:00,31.7,23,5051.78
2023-04-18T23:00,30.9,24,5088.5
2023-04-19T00:00,29.8,26,4810.03
2023-04-19T01:00,27.4,30,4498.75
2023-04-19T02:00,28.4,29,4268.92
2023-04-19T03:00,26.5,34,4029.43
2023-04-19T04:00,25.3,36,3823.32
2023-04-19T05:00,25.7,47,3787.92
2023-04-19T06:00,25.1,49,3843.15
2023-04-19T07:00,26.8,45,3732.38
2023-04-19T08:00,29.1,39,3738.22
2023-04-19T09:00,31.8,32,4087.07
2023-04-19T10:00,33.8,27,4511.81
2023-04-19T11:00,35.1,25,4657.51
2023-04-19T12:00,36.2,22,4773.89
2023-04-19T13:00,37.3,19,4701.52
2023-04-19T14:00,36.1,20,5040.26
2023-04-19T15:00,35.9,19,5238.76
2023-04-19T16:00,34.3,24,5155.38
2023-04-19T17:00,27.8,43,4939.43
2023-04-19T18:00,28.7,41,4716.49
2023-04-19T19:00,28.3,44,4763.73
2023-04-19T20:00,27.4,46,4647.23
2023-04-19T21:00,26.3,51,4592.53
2023-04-19T22:00,26.7,50,4803.02
2023-04-19T23:00,25.1,55,4846.26
2023-04-20T00:00,24.4,57,4601.08
2023-04-20T01:00,24.3,56,4320.34
2023-04-20T02:00,24.2,55,4052.93
2023-04-20T03:00,23.4,56,3830.11
2023-04-20T04:00,23.3,55,3699.36
2023-04-20T05:00,24.4,65,3702.67
2023-04-20T06:00,24.6,64,3784.51
2023-04-20T07:00,25.7,58,3683.85
2023-04-20T08:00,28.1,50,3707.53
2023-04-20T09:00,30.9,36,4096.45
2023-04-20T10:00,32.1,32,4516.34
2023-04-20T11:00,33.2,29,4635.82
2023-04-20T12:00,33.9,27,4693.5
2023-04-20T13:00,34.1,26,4565.09
2023-04-20T14:00,34.4,26,4790.41
2023-04-20T15:00,34.7,24,5021.89
2023-04-20T16:00,33.6,23,4935.74
2023-04-20T17:00,24.9,59,4765.02
2023-04-20T18:00,28.0,43,4506.7
2023-04-20T19:00,27.6,43,4291.73
2023-04-20T20:00,27.3,38,4172.7
2023-04-20T21:00,25.9,45,4191.98
2023-04-20T22:00,25.2,49,4437.6
2023-04-20T23:00,26.2,45,4514.31
2023-04-21T00:00,24.8,48,4294.43
2023-04-21T01:00,23.0,56,3986.03
2023-04-21T02:00,23.1,55,3752.15
2023-04-21T03:00,22.4,56,3567.67
2023-04-21T04:00,22.7,55,3462.09
2023-04-21T05:00,22.8,61,3452.22
2023-04-21T06:00,23.1,60,3578.61
2023-04-21T07:00,24.9,53,3544.82
2023-04-21T08:00,27.7,45,3561.09
2023-04-21T09:00,29.9,39,3933.23
2023-04-21T10:00,31.9,33,4311.52
2023-04-21T11:00,33.6,24,4480.69
2023-04-21T12:00,34.8,19,4511.18
2023-04-21T13:00,35.2,17,4311.43
2023-04-21T14:00,35.1,17,4530.37
2023-04-21T15:00,34.8,18,4706.61
2023-04-21T16:00,34.2,18,4661.84
2023-04-21T17:00,34.0,15,4530.88
2023-04-21T18:00,32.1,16,4349.12
2023-04-21T19:00,30.2,18,4302.31
2023-04-21T20:00,32.0,14,4150.36
2023-04-21T21:00,27.2,26,4085.18
2023-04-21T22:00,26.2,32,4263.97
2023-04-21T23:00,26.4,27,4363.21
2023-04-22T00:00,25.9,28,4195.73
2023-04-22T01:00,25.4,30,3932.71
2023-04-22T02:00,22.7,37,3685.66
2023-04-22T03:00,22.0,39,3511.98
2023-04-22T04:00,21.1,45,3404.66
2023-04-22T05:00,20.8,59,3379.64
2023-04-22T06:00,22.9,52,3394.8
2023-04-22T07:00,25.6,45,3320.3
2023-04-22T08:00,28.3,36,3254.66
2023-04-22T09:00,30.8,28,3457.38
2023-04-22T10:00,32.6,23,3732.55
2023-04-22T11:00,33.7,16,3853.66
2023-04-22T12:00,35.0,14,3913.5
2023-04-22T13:00,35.1,13,3851.9
2023-04-22T14:00,35.1,13,3997.02
2023-04-22T15:00,34.7,13,4060.58
2023-04-22T16:00,34.4,14,4048.13
2023-04-22T17:00,34.0,12,3954.35
2023-04-22T18:00,31.5,14,3871.22
2023-04-22T19:00,28.3,16,3900.39
2023-04-22T20:00,27.4,17,3795.14
2023-04-22T21:00,27.6,17,3679.32
2023-04-22T22:00,26.8,19,3803.22
2023-04-22T23:00,25.2,22,3931.88
2023-04-23T00:00,23.8,26,3802.98
2023-04-23T01:00,23.2,28,3594.97
2023-04-23T02:00,22.6,31,3435.92
2023-04-23T03:00,21.8,34,3274.45
2023-04-23T04:00,20.9,37,3172.01
2023-04-23T05:00,22.1,38,3146.94
2023-04-23T06:00,22.7,40,3137.21
2023-04-23T07:00,25.2,35,3096.16
2023-04-23T08:00,27.4,29,3059.88
2023-04-23T09:00,28.7,24,3178.2
2023-04-23T10:00,31.3,18,3417.18
2023-04-23T11:00,32.5,16,3442.08
2023-04-23T12:00,33.5,14,3408.17
2023-04-23T13:00,33.9,14,3307.19
2023-04-23T14:00,33.7,14,3399.72
2023-04-23T15:00,33.1,15,3314.42
2023-04-23T16:00,32.5,15,3297.51
2023-04-23T17:00,29.9,20,3381.14
2023-04-23T18:00,28.3,24,3419.65
2023-04-23T19:00,26.6,28,3532.72
2023-04-23T20:00,24.7,34,3470.52
2023-04-23T21:00,23.7,35,3381.75
2023-04-23T22:00,23.1,37,3468.86
2023-04-23T23:00,21.6,42,3495.08
2023-04-24T00:00,21.6,43,3379.84
2023-04-24T01:00,21.1,44,3223.05
2023-04-24T02:00,21.3,41,3072.93
2023-04-24T03:00,20.7,43,2959.81
2023-04-24T04:00,20.0,47,2898.13
2023-04-24T05:00,20.0,49,2983.71
2023-04-24T06:00,20.9,58,3228.53
2023-04-24T07:00,23.7,41,3237.43
2023-04-24T08:00,25.9,35,3259.57
2023-04-24T09:00,27.7,32,3580.87
2023-04-24T10:00,30.1,27,3881.16
2023-04-24T11:00,31.6,22,3970.95
2023-04-24T12:00,31.3,22,4005.82
2023-04-24T13:00,31.6,21,3834.97
2023-04-24T14:00,31.9,21,3974.92
2023-04-24T15:00,30.7,23,4080.63
2023-04-24T16:00,30.0,26,4075.12
2023-04-24T17:00,29.9,25,4017.61
2023-04-24T18:00,29.1,26,3898.26
2023-04-24T19:00,27.4,31,3889.88
2023-04-24T20:00,26.0,35,3708.89
2023-04-24T21:00,25.2,38,3564.33
2023-04-24T22:00,24.6,40,3634.24
2023-04-24T23:00,23.8,43,3638.08
2023-04-25T00:00,23.0,46,3456.11
2023-04-25T01:00,22.3,49,3276.3
2023-04-25T02:00,21.7,51,3115.66
2023-04-25T03:00,21.1,54,2987.93
2023-04-25T04:00,20.6,56,2930.45
2023-04-25T05:00,20.6,54,3022.88
2023-04-25T06:00,21.0,54,3287.54
2023-04-25T07:00,22.7,50,3253.17
2023-04-25T08:00,25.3,43,3259.7
2023-04-25T09:00,27.9,35,3577.55
2023-04-25T10:00,29.7,30,3904.14
2023-04-25T11:00,31.2,26,3994.99
2023-04-25T12:00,32.4,23,4009.21
2023-04-25T13:00,32.9,22,3855.72
2023-04-25T14:00,33.2,22,4067.76
2023-04-25T15:00,33.2,22,4198.92
2023-04-25T16:00,32.7,22,4170.31
2023-04-25T17:00,33.0,21,4123.17
2023-04-25T18:00,31.6,23,4013.5
2023-04-25T19:00,28.8,30,4014.29
2023-04-25T20:00,27.4,33,3831.42
2023-04-25T21:00,27.6,32,3712.51
2023-04-25T22:00,25.5,38,3820.98
2023-04-25T23:00,24.7,42,3845.85
2023-04-26T00:00,23.5,46,3654.78
2023-04-26T01:00,22.7,49,3438.08
2023-04-26T02:00,22.7,49,3268.59
2023-04-26T03:00,22.2,50,3129.55
2023-04-26T04:00,22.2,49,3077.49
2023-04-26T05:00,22.1,53,3150.38
2023-04-26T06:00,23.5,48,3404.17
2023-04-26T07:00,26.4,41,3392.89
2023-04-26T08:00,29.1,35,3418.16
2023-04-26T09:00,31.6,29,3774.14
2023-04-26T10:00,33.3,22,4146.64
2023-04-26T11:00,34.1,20,4243.15
2023-04-26T12:00,34.9,18,4248.12
2023-04-26T13:00,35.4,17,4060.88
2023-04-26T14:00,35.6,17,4270.73
2023-04-26T15:00,35.1,17,4416.78
2023-04-26T16:00,34.7,17,4398.91
2023-04-26T17:00,34.4,18,4313.27
2023-04-26T18:00,31.6,25,4201.82
2023-04-26T19:00,29.4,26,4180.91
2023-04-26T20:00,29.4,28,4027.6
2023-04-26T21:00,28.0,31,3925.49
2023-04-26T22:00,26.6,34,4098.48
2023-04-26T23:00,26.4,36,4120.35
2023-04-27T00:00,25.1,39,3926.97
2023-04-27T01:00,24.4,39,3686.76
2023-04-27T02:00,25.1,34,3492.66
2023-04-27T03:00,24.5,34,3334.66
2023-04-27T04:00,24.2,35,3263.92
2023-04-27T05:00,23.6,44,3290.59
2023-04-27T06:00,24.5,43,3433.38
2023-04-27T07:00,27.0,39,3409.75
2023-04-27T08:00,29.0,37,3456.91
2023-04-27T09:00,29.6,32,3713.37
